t,o,h,l,c,v,RSI,ATR,price_change_pct,volume_change_pct,is_doji,is_hammer,is_shooting_star,is_bullish_engulfing,is_bearish_engulfing,ml_signal,future_close
2025-04-22 06:15:00,88119.4,88230.0,88012.4,88044.6,310.5682,,,,,False,False,False,False,False,,88017.5
2025-04-22 06:30:00,88044.6,88094.1,87949.8,88017.5,597.8538,,,-0.030779854755436098,92.50322473453497,False,False,False,False,False,HOLD,88196.0
2025-04-22 06:45:00,88017.5,88199.4,87970.0,88196.0,577.653,,,0.202800579430229,-3.3788862762099914,False,True,False,False,False,HOLD,88123.3
2025-04-22 07:00:00,88196.0,88222.7,88123.2,88123.3,542.1711,,,-0.08243004217878269,-6.142424604390529,False,False,True,False,False,HOLD,88245.2
2025-04-22 07:15:00,88123.3,88287.5,88121.7,88245.2,270.7536,,,0.13832890960732147,-50.06122605944876,False,False,False,False,False,HOLD,88414.8
2025-04-22 07:30:00,88245.2,88450.0,88245.2,88414.8,2202.0936,,,0.19219175660547538,713.3201552998742,False,False,False,False,False,HOLD,88439.3
2025-04-22 07:45:00,88414.8,88445.1,88326.6,88439.3,316.4125,,,0.02771029284689419,-85.63128742574794,False,False,False,False,False,HOLD,88491.3
2025-04-22 08:00:00,88439.3,88583.5,88392.5,88491.3,696.8017,,,0.058797389848175285,120.21939714771067,False,False,False,False,False,HOLD,88354.9
2025-04-22 08:15:00,88491.3,88645.3,88333.7,88354.9,608.1932,,,-0.15413944647666433,-12.716458642394235,False,False,True,False,False,HOLD,88327.7
2025-04-22 08:30:00,88354.9,88445.0,88290.1,88327.7,294.8493,,,-0.0307849366588564,-51.52045435562251,False,False,False,False,False,HOLD,88357.9
2025-04-22 08:45:00,88327.7,88384.3,88275.9,88357.9,668.6368,,,0.0341908597189855,126.77238847099174,False,False,False,False,False,HOLD,88300.0
2025-04-22 09:00:00,88357.9,88450.0,88275.2,88300.0,621.1424,,,-0.06552894534613829,-7.103168715811037,False,False,False,False,False,HOLD,88492.9
2025-04-22 09:15:00,88300.0,88493.0,88280.2,88492.9,567.9759,,,0.21845979614947275,-8.559470420953385,False,True,False,False,False,HOLD,88469.9
2025-04-22 09:30:00,88492.9,88500.0,88419.9,88469.9,843.1586,69.09058263757925,172.3928571428592,-0.025990785701446306,48.44971415160395,False,False,False,False,False,HOLD,88531.3
2025-04-22 09:45:00,88469.9,88558.2,88441.5,88531.3,620.4676,70.70535182506576,165.18571428571573,0.06940213564161635,-26.41151973068887,False,False,False,False,False,HOLD,88554.4
2025-04-22 10:00:00,88531.3,88554.9,88440.1,88554.4,379.3846,72.91897891231963,163.07857142857185,0.026092466732086095,-38.8550506102172,False,False,False,False,False,HOLD,88289.4
2025-04-22 10:15:00,88554.4,88554.5,88192.0,88289.4,1144.7145,53.71283192876431,172.5857142857151,-0.2992510818208949,201.72930055674377,False,False,False,False,False,HOLD,88471.0
2025-04-22 10:30:00,88289.4,88523.8,88265.0,88471.0,619.8557,62.72042145313521,183.96428571428675,0.20568720593865386,-45.85062913066971,False,False,False,False,False,HOLD,88471.7
2025-04-22 10:45:00,88471.0,88510.1,88413.4,88471.7,627.1729,59.09273384183059,179.0285714285731,0.0007912197217185835,1.1804682928623578,True,False,False,False,False,HOLD,88479.4
2025-04-22 11:00:00,88471.7,88540.0,88436.6,88479.4,568.7179,52.98080472499039,171.78571428571533,0.008703348076277706,-9.32039633727797,True,False,False,False,False,HOLD,88580.3
2025-04-22 11:15:00,88479.4,88629.8,88479.4,88580.3,744.0105,56.077586206896555,174.06428571428737,0.11403784383710036,30.822416526717376,False,False,False,False,False,HOLD,88449.9
2025-04-22 11:30:00,88580.3,88618.6,88429.6,88449.9,566.8988,48.32848837209268,173.92142857143023,-0.14721106160173747,-23.805000063843174,False,False,False,False,False,HOLD,88572.8
2025-04-22 11:45:00,88449.9,88649.5,88448.4,88572.8,909.8199,58.894603641113854,166.0285714285731,0.1389487156005842,60.49070839451414,False,False,False,False,False,HOLD,88591.4
2025-04-22 12:00:00,88572.8,88640.0,88501.0,88591.4,1022.1725,60.84025322699977,164.8928571428592,0.02099967484372467,12.348883553767065,False,False,False,False,False,HOLD,88730.2
2025-04-22 12:15:00,88591.4,88750.0,88557.0,88730.2,1673.7612,64.05011698996152,170.93571428571573,0.15667434988047013,63.74547348906372,False,False,False,False,False,HOLD,88659.9
2025-04-22 12:30:00,88730.2,88895.0,88396.2,88659.9,3640.4224,63.45621775218685,194.07857142857287,-0.07922894347133225,117.49950948797236,False,False,False,False,False,HOLD,88943.5
2025-04-22 12:45:00,88659.9,89197.0,88613.6,88943.5,4376.7794,65.77731092436963,220.55000000000084,0.31987403549971205,20.22724066306152,False,False,False,False,False,HOLD,89648.5
2025-04-22 13:00:00,88943.5,89660.5,88895.4,89648.5,6307.1346,77.92890995260639,269.47857142857225,0.7926380230146135,44.10446640285319,False,True,False,False,False,HOLD,89563.4
2025-04-22 13:15:00,89648.5,89850.0,89433.2,89563.4,5613.9472,74.18568683507472,290.91428571428696,-0.09492629547622755,-10.990528091789898,False,False,False,False,False,HOLD,90111.6
2025-04-22 13:30:00,89563.4,90150.0,89332.8,90111.6,7150.4088,79.2838874680304,341.08571428571616,0.6120803810485187,27.368650706226827,False,True,False,False,False,HOLD,90180.5
2025-04-22 13:45:00,90111.6,90458.0,89853.0,90180.5,7148.6236,88.39485117959912,358.4071428571447,0.07646074423270921,-0.024966404718007595,False,False,False,False,False,HOLD,90419.9
2025-04-22 14:00:00,90180.5,90420.0,89969.5,90419.9,3368.9335,88.66097996429224,372.10000000000167,0.26546759000005693,-52.87297683430976,False,False,False,False,False,HOLD,90189.9
2025-04-22 14:15:00,90419.9,90488.1,90126.8,90189.9,4363.0873,81.24227216524797,391.000000000001,-0.2543687838628461,29.50945158163556,False,False,False,False,False,HOLD,90634.4
2025-04-22 14:30:00,90189.9,90792.8,90059.0,90634.4,5052.8344,83.81346890102266,436.0285714285731,0.49284897754626744,15.808693536799034,False,False,False,False,False,HOLD,90744.2
2025-04-22 14:45:00,90634.4,90888.0,90556.0,90744.2,5148.7237,83.85855108746635,449.000000000001,0.121146054919552,1.8977328843391206,False,False,False,False,False,HOLD,91300.0
2025-04-22 15:00:00,90744.2,91358.4,90700.0,91300.0,8670.0486,89.35623739954137,482.52857142857204,0.6124909360598396,68.39219008780759,False,True,False,False,False,HOLD,90869.5
2025-04-22 15:15:00,91300.0,91369.6,90816.8,90869.5,5489.9316,79.23125875015894,507.65000000000043,-0.4715224534501683,-36.679344565611785,False,False,True,False,False,HOLD,90396.5
2025-04-22 15:30:00,90869.5,90925.0,90350.0,90396.5,5415.9461,70.59253006000588,538.7928571428575,-0.5205266893732241,-1.3476579562484825,False,False,True,False,False,HOLD,90880.0
2025-04-22 15:45:00,90396.5,90880.0,90368.2,90880.0,2793.2034,72.73669515187403,561.5642857142864,0.5348658410447404,-48.42630727067243,False,True,False,False,False,HOLD,90748.8
2025-04-22 16:00:00,90880.0,90988.0,90647.6,90748.8,3196.2313,71.81163203508407,550.25,-0.14436619718309895,14.428877610559976,False,False,False,False,False,HOLD,90616.0
2025-04-22 16:15:00,90748.8,90774.2,90570.0,90616.0,1066.3434,68.0315673717575,523.1642857142859,-0.1463380232025191,-66.63747708121124,False,False,False,False,False,HOLD,90742.4
2025-04-22 16:30:00,90616.0,90755.7,90569.2,90742.4,1029.9675,63.47466187085798,481.83571428571406,0.13948971484063488,-3.4112744543643214,False,True,False,False,False,HOLD,90626.3
2025-04-22 16:45:00,90742.4,90796.2,90584.1,90626.3,638.8527,62.99356983936836,467.2142857142847,-0.12794459921711132,-37.973508872852776,False,False,False,False,False,HOLD,90787.9
2025-04-22 17:00:00,90626.3,90999.5,90626.2,90787.9,2320.8981,59.13055218036983,435.50714285714224,0.17831468348590285,263.29158505552215,False,False,False,False,False,HOLD,90883.1
2025-04-22 17:15:00,90787.9,90888.0,90620.1,90883.1,2721.217,59.41873558903974,411.42857142857036,0.10485978858416622,17.248447917640174,False,False,False,False,False,HOLD,91244.0
2025-04-22 17:30:00,90883.1,91333.0,90874.1,91244.0,3508.1584,60.69898475839338,412.02857142857,0.3971035318997673,28.918730112299016,False,False,False,False,False,HOLD,91343.6
2025-04-22 17:45:00,91244.0,91450.0,91150.0,91343.6,2270.3066,65.50296971162908,407.64999999999833,0.10915786243479442,-35.28494608453256,False,False,False,False,False,HOLD,91165.1
2025-04-22 18:00:00,91343.6,91622.4,91143.7,91165.1,3313.7026,57.68039595936225,389.42857142856934,-0.19541598973545904,45.95837408039956,False,False,True,False,False,HOLD,91150.5
2025-04-22 18:15:00,91165.1,91308.8,91094.8,91150.5,1071.9472,56.04667083370544,380.9999999999979,-0.016014900438876545,-67.651074058366,True,False,False,False,False,HOLD,91395.5
2025-04-22 18:30:00,91150.5,91395.6,91110.5,91395.5,1148.6495,51.5661386073666,354.33571428571304,0.2687862381446138,7.155417729529945,False,True,False,False,False,HOLD,91449.6
2025-04-22 18:45:00,91395.5,91475.0,91240.3,91449.6,871.7242,60.853133769878504,331.61428571428405,0.05919328632153498,-24.108772954674162,False,False,False,False,False,HOLD,91489.0
2025-04-22 19:00:00,91449.6,91661.4,91428.0,91489.0,1626.6805,74.39814194470505,307.2142857142836,0.04308384071662896,86.60494913414128,False,False,False,False,False,HOLD,91589.0
2025-04-22 19:15:00,91489.0,91589.4,91400.0,91589.0,586.651,69.1063921526356,284.1857142857116,0.10930275770857367,-63.93569603865049,False,False,False,False,False,HOLD,91154.4
2025-04-22 19:30:00,91589.0,91613.2,90865.0,91154.4,3541.3488,59.394107837687386,313.31428571428324,-0.4745111312493888,503.6551203356,False,False,False,False,False,HOLD,91356.3
2025-04-22 19:45:00,91154.4,91432.0,91120.0,91356.3,1465.81,66.61430046231877,321.0142857142834,0.22149232510992878,-58.6087086366641,False,False,False,False,False,HOLD,91241.2
2025-04-22 20:00:00,91356.3,91454.9,91217.2,91241.2,1740.8174,61.25146620951002,324.6714285714261,-0.12599021632881957,18.761462945402197,False,False,False,False,False,HOLD,91182.2
2025-04-22 20:15:00,91241.2,91321.1,91107.1,91182.2,1457.5551,62.871034961796404,324.807142857141,-0.06466377031428827,-16.271798524072643,False,False,False,False,False,HOLD,91146.9
2025-04-22 20:30:00,91182.2,91212.0,91077.0,91146.9,488.6579,58.82844776706652,307.78571428571223,-0.03871369631354149,-66.47413878212906,False,False,False,False,False,HOLD,91054.0
2025-04-22 20:45:00,91146.9,91154.0,91000.0,91054.0,844.2099,54.20749421438752,299.64999999999833,-0.10192337863382805,72.76092333716491,False,False,False,False,False,HOLD,91166.0
2025-04-22 21:00:00,91054.0,91278.5,90999.3,91166.0,846.9447,47.81144781144784,286.81428571428427,0.12300393173281243,0.3239478712580901,False,False,False,False,False,HOLD,91369.2
2025-04-22 21:15:00,91166.0,91900.0,91165.9,91369.2,3864.0625,50.67882901994036,317.82142857142753,0.22289011254195135,356.23551336940886,False,False,False,False,False,HOLD,91579.1
2025-04-22 21:30:00,91369.2,91593.0,91059.2,91579.1,1737.7767,60.79812206572753,321.75714285714224,0.22972730416814802,-55.02721035179944,False,False,False,False,False,HOLD,92974.2
2025-04-22 21:45:00,91579.1,94037.8,91579.0,92974.2,11495.1888,77.65276724791492,482.09999999999957,1.5233825185003935,561.4882568053767,False,False,False,False,False,HOLD,92824.9
2025-04-22 22:00:00,92974.2,93274.3,92500.0,92824.9,4265.3166,72.32181897682533,517.0428571428565,-0.1605821830142129,-62.894766895868635,False,False,False,False,False,HOLD,92856.9
2025-04-22 22:15:00,92824.9,93050.0,92700.9,92856.9,3534.1405,72.12944617416711,525.2142857142857,0.03447350872449739,-17.142364062728667,True,False,False,False,False,HOLD,92706.8
2025-04-22 22:30:00,92856.9,93015.9,92589.2,92706.8,2237.1604,68.50534889375152,539.0214285714288,-0.1616465766141162,-36.69860040934988,False,False,False,False,False,HOLD,92724.9
2025-04-22 22:45:00,92706.8,92844.9,92588.3,92724.9,1034.3438,67.70141810815014,543.8214285714286,0.01952391841806289,-53.76532679552169,True,False,False,False,False,HOLD,93117.5
2025-04-22 23:00:00,92724.9,93193.0,92724.9,93117.5,1702.5006,80.99794726038222,523.8142857142864,0.42340299099810075,64.59716778889184,False,False,False,False,False,HOLD,93553.4
2025-04-22 23:15:00,93117.5,93676.7,92852.7,93553.4,2847.4644,82.30554330245553,560.3857142857149,0.46811823771042427,67.25188819316715,False,False,False,False,False,HOLD,93469.0
2025-04-22 23:30:00,93553.4,93818.4,93388.2,93469.0,3403.3715,83.05537420618464,574.1357142857149,-0.09021585532967835,19.522881480098597,False,False,False,False,False,HOLD,93405.0
2025-04-22 23:45:00,93469.0,93620.9,93325.0,93405.0,1590.9523,82.93232191537307,579.9857142857145,-0.06847189977425838,-53.25363980981801,False,False,False,False,False,HOLD,93436.2
2025-04-23 00:00:00,93405.0,93741.5,93341.4,93436.2,1657.3414,83.95882160975502,598.9214285714291,0.03340292275573198,4.172915806463839,True,False,False,False,False,HOLD,93257.9
2025-04-23 00:15:00,93436.2,93864.9,93200.0,93257.9,2765.8955,81.88420473944632,635.4142857142859,-0.1908253974369667,66.88749222097512,False,False,True,False,False,HOLD,93074.2
2025-04-23 00:30:00,93257.9,93365.0,93059.9,93074.2,1780.7426,77.04518396734525,637.2642857142865,-0.19698063113151587,-35.617864087779175,False,False,True,False,False,HOLD,92858.2
2025-04-23 00:45:00,93074.2,93164.8,92737.6,92858.2,2236.9941,71.0275094616733,615.3428571428574,-0.23207290527342828,25.621417716406626,False,False,False,False,False,HOLD,93150.4
2025-04-23 01:00:00,92858.2,93455.0,92811.9,93150.4,2395.2468,71.68566617902789,623.1500000000004,0.31467334064196884,7.074345882271205,False,False,False,False,False,HOLD,93244.9
2025-04-23 01:15:00,93150.4,93300.0,93054.5,93244.9,1036.0522,55.8282736941825,465.05714285714305,0.1014488397258706,-56.74549278178767,False,False,False,False,False,HOLD,92966.0
2025-04-23 01:30:00,93244.9,93244.9,92900.0,92966.0,756.9829,52.87736041437269,434.38571428571385,-0.29910483039822244,-26.935833928058848,False,False,False,False,False,HOLD,92613.1
2025-04-23 01:45:00,92966.0,93034.0,92560.9,92613.1,2186.4236,45.60372186959045,443.24285714285674,-0.3796011445044378,188.83394856079315,False,False,False,False,False,HOLD,92859.6
2025-04-23 02:00:00,92613.1,92862.6,92570.0,92859.6,1047.9755,52.66276313955118,433.66428571428594,0.266161050650493,-52.0689632146305,False,True,False,False,False,HOLD,92957.2
2025-04-23 02:15:00,92859.6,93226.9,92814.0,92957.2,1612.0075,53.93902397666778,444.8285714285718,0.10510491107003084,53.82110555065456,False,False,False,False,False,HOLD,92837.4
2025-04-23 02:30:00,92957.2,92957.2,92750.0,92837.4,579.0871,44.76624687021171,426.19285714285695,-0.12887651521346077,-64.07664976744836,False,False,False,False,False,HOLD,92833.1
2025-04-23 02:45:00,92837.4,92980.0,92786.8,92833.1,503.7815,33.95268012297818,381.13571428571385,-0.0046317540129181545,-13.00419228817219,True,False,False,False,False,HOLD,92676.3
2025-04-23 03:00:00,92833.1,92833.1,92658.0,92676.3,620.4595,32.89161307031536,362.91428571428594,-0.16890527193426097,23.160437610352915,False,False,False,False,False,HOLD,92887.9
2025-04-23 03:15:00,92676.3,92888.0,92669.7,92887.9,521.1842,39.508176764192385,357.3714285714294,0.22832158815144776,-16.000286884156022,False,True,False,False,False,HOLD,92987.7
2025-04-23 03:30:00,92887.9,93074.3,92795.4,92987.7,846.0146,41.14651190335177,348.71428571428675,0.10744133520081967,62.325450387789935,False,False,False,False,False,HOLD,93126.0
2025-04-23 03:45:00,92987.7,93178.3,92957.5,93126.0,527.6168,47.35448674234835,316.9928571428588,0.14872934807506066,-37.635024265538675,False,False,False,False,False,HOLD,93115.7
2025-04-23 04:00:00,93126.0,93214.6,93023.6,93115.7,1027.724,50.89458935115327,308.8428571428584,-0.011060283916419777,94.7860644316102,True,False,False,False,False,HOLD,93021.4
2025-04-23 04:15:00,93115.7,93163.8,92964.1,93021.4,647.6695,53.71280371280369,292.5928571428584,-0.1012718585587602,-36.9802106402108,False,False,False,False,False,HOLD,93115.2
2025-04-23 04:30:00,93021.4,93175.2,93021.4,93115.2,579.8032,49.1197359207763,257.6428571428582,0.10083701169838477,-10.478538822655691,False,False,False,False,False,HOLD,93609.6
2025-04-23 04:45:00,93115.2,93638.0,93105.5,93609.6,3466.3054,57.60013337223385,278.1428571428582,0.5309552038764931,497.84171594775614,False,True,False,False,False,HOLD,93400.0
2025-04-23 05:00:00,93609.6,93609.6,93326.3,93400.0,1686.173,59.31330472103004,273.7428571428588,-0.22390865894097445,-51.355324894338516,False,False,False,False,False,HOLD,93357.8
2025-04-23 05:15:00,93400.0,93420.0,93291.0,93357.8,955.368,68.43955826276422,249.16428571428696,-0.0451820128479663,-43.34104507663211,False,False,False,False,False,HOLD,93283.4
2025-04-23 05:30:00,93357.8,93467.9,93236.7,93283.4,924.4821,61.471416197487706,244.77857142857206,-0.0796933946601186,-3.232879895495777,False,False,False,False,False,HOLD,93441.6
2025-04-23 05:45:00,93283.4,93520.0,93251.0,93441.6,728.3446,62.69525107453613,234.50000000000105,0.16959073104112488,-21.215932682742043,False,False,False,False,False,HOLD,93679.6
2025-04-23 06:00:00,93441.6,93730.4,93380.1,93679.6,1427.5123,70.7847976307996,244.721428571429,0.25470454273042176,95.99408027463924,False,False,False,False,False,HOLD,93689.6
2025-04-23 06:15:00,93679.6,93820.0,93557.5,93689.6,1514.9944,71.07840724516373,249.6714285714292,0.010674682641687028,6.128290453259133,True,False,False,False,False,HOLD,93589.5
2025-04-23 06:30:00,93689.6,93781.7,93550.2,93589.5,1074.9739,73.11898734177157,253.70000000000022,-0.10684216818089842,-29.044364784450693,False,False,False,False,False,HOLD,93588.8
2025-04-23 06:45:00,93589.5,93679.5,93514.2,93588.8,692.4245,69.8656538744966,249.9142857142859,-0.0007479471521909531,-35.58685471340281,True,False,False,False,False,HOLD,93496.5
2025-04-23 07:00:00,93588.8,93763.9,93452.2,93496.5,918.1703,64.48252305590313,252.25714285714224,-0.0986229121433313,32.60222594665556,False,False,False,False,False,HOLD,
